R [[-5.58489689770392, 0.1335531077148353, 3.596672561973163, 6.653000810498153, -2.1019856106481996, -11.770609244790405, -0.39176524990401873, -3.5009365577975764, -7.7579359480689805]]|[[-5.58489689770392, 0.1335531077148353, 3.596672561973163, 6.653000810498153, -2.1019856106481996, -11.770609244790405, -0.39176524990401873, -3.5009365577975764, -7.7579359480689805]]|[[-5.58489689770392, 0.1335531077148353, 3.596672561973163, 6.653000810498153, -2.1019856106481996, -11.770609244790405, -0.39176524990401873, -3.5009365577975764, -7.7579359480689805]]
R [[1.69869286980615, -3.600335801105217, 1.1979929725681977, -2.7171548330661324, -7.189235083879425, -5.9924051482337095, 5.587936988998987, 3.386350251183776, 7.720475919699169]]|[[1.69869286980615, -3.600335801105217, 1.1979929725681977, -2.7171548330661324, -7.189235083879425, -5.9924051482337095, 5.587936988998987, 3.386350251183776, 7.720475919699169]]|[[1.69869286980615, -3.600335801105217, 1.1979929725681977, -2.7171548330661324, -7.189235083879425, -5.9924051482337095, 5.587936988998987, 3.386350251183776, 7.720475919699169]]
R [[-5.159260492043496, 7.459666464620316, -2.4723014258814544, -11.70292215056644, -4.988427497356501, 8.278724489049168, -5.492481820736112, 10.673515731930816, 3.215689740650596]]|[[-5.159260492043496, 7.459666464620316, -2.4723014258814544, -11.70292215056644, -4.988427497356501, 8.278724489049168, -5.492481820736112, 10.673515731930816, 3.215689740650596]]|[[-5.159260492043496, 7.459666464620316, -2.4723014258814544, -11.70292215056644, -4.988427497356501, 8.278724489049168, -5.492481820736112, 10.673515731930816, 3.215689740650596]]
R [[8.022115458488894, -3.029678673582339, -6.1586137577736, -2.5689339896806267, 3.1352990993608394, -9.435741227929919, -0.2664039913975511, -9.025938610511739, 1.1227230406762772]]|[[8.022115458488894, -3.029678673582339, -6.1586137577736, -2.5689339896806267, 3.1352990993608394, -9.435741227929919, -0.2664039913975511, -9.025938610511739, 1.1227230406762772]]|[[8.022115458488894, -3.029678673582339, -6.1586137577736, -2.5689339896806267, 3.1352990993608394, -9.435741227929919, -0.2664039913975511, -9.025938610511739, 1.1227230406762772]]
R [[-6.1199562849979765, 10.315788277073125, -5.080809228033676, 5.807411677689615, 1.8103293801396987, -0.933131430150075, -2.6393075944000373, 3.322462541917016, 4.689053121044385]]|[[-6.1199562849979765, 10.315788277073125, -5.080809228033676, 5.807411677689615, 1.8103293801396987, -0.933131430150075, -2.6393075944000373, 3.322462541917016, 4.689053121044385]]|[[-6.1199562849979765, 10.315788277073125, -5.080809228033676, 5.807411677689615, 1.8103293801396987, -0.933131430150075, -2.6393075944000373, 3.322462541917016, 4.689053121044385]]
R [[6.157648527231366, 6.491980693023887, -5.887228832347466, 10.111884653553055, 2.202719883659519, 11.181575576722423, 11.202390532571151, -6.02232401911742, -1.8382443685796623]]|[[6.157648527231366, 6.491980693023887, -5.887228832347466, 10.111884653553055, 2.202719883659519, 11.181575576722423, 11.202390532571151, -6.02232401911742, -1.8382443685796623]]|[[6.157648527231366, 6.491980693023887, -5.887228832347466, 10.111884653553055, 2.202719883659519, 11.181575576722423, 11.202390532571151, -6.02232401911742, -1.8382443685796623]]
R [[7.920674474823695, 5.313618156937068, 0.31102356206963044, 10.440867024866048, -11.947017598793009, 1.328281573936474, 10.248397328457195, 7.466160025855647, 4.083000368755425]]|[[7.920674474823695, 5.313618156937068, 0.31102356206963044, 10.440867024866048, -11.947017598793009, 1.328281573936474, 10.248397328457195, 7.466160025855647, 4.083000368755425]]|[[7.920674474823695, 5.313618156937068, 0.31102356206963044, 10.440867024866048, -11.947017598793009, 1.328281573936474, 10.248397328457195, 7.466160025855647, 4.083000368755425]]
R [[-4.553485103308167, -7.848699963693331, 6.1886718421309155, -5.202470912042848, 11.101545679159386, -2.5669749768930146, 1.3811019078523081, -2.5388193335786653, -2.5428646239420107]]|[[-4.553485103308167, -7.848699963693331, 6.1886718421309155, -5.202470912042848, 11.101545679159386, -2.5669749768930146, 1.3811019078523081, -2.5388193335786653, -2.5428646239420107]]|[[-4.553485103308167, -7.848699963693331, 6.1886718421309155, -5.202470912042848, 11.101545679159386, -2.5669749768930146, 1.3811019078523081, -2.5388193335786653, -2.5428646239420107]]
R [[8.759757322699894, -8.913404884788475, -1.6729041725144107, 1.4712052809915885, -8.098829574092271, 7.280182541594108, -4.301970762294275, -9.02007827690963, 10.996012630854871]]|[[8.759757322699894, -8.913404884788475, -1.6729041725144107, 1.4712052809915885, -8.098829574092271, 7.280182541594108, -4.301970762294275, -9.02007827690963, 10.996012630854871]]|[[8.759757322699894, -8.913404884788475, -1.6729041725144107, 1.4712052809915885, -8.098829574092271, 7.280182541594108, -4.301970762294275, -9.02007827690963, 10.996012630854871]]
R [[-11.597577503411426, -1.7220013431840169, 5.983819210628717, 10.929071320686042, 0.8356819478854156, -11.323949454754604, -6.769962394988581, -8.532588038854025, 11.42625623041484]]|[[-11.597577503411426, -1.7220013431840169, 5.983819210628717, 10.929071320686042, 0.8356819478854156, -11.323949454754604, -6.769962394988581, -8.532588038854025, 11.42625623041484]]|[[-11.597577503411426, -1.7220013431840169, 5.983819210628717, 10.929071320686042, 0.8356819478854156, -11.323949454754604, -6.769962394988581, -8.532588038854025, 11.42625623041484]]
R [[3.7066752208577363, 3.3046393299598087, -6.338332098091339, -3.3624624017591636, -10.37278774811923, -1.3788528077763758, -8.53729542179574, 0.9869341588296248, -1.7430658227421532]]|[[3.7066752208577363, 3.3046393299598087, -6.338332098091339, -3.3624624017591636, -10.37278774811923, -1.3788528077763758, -8.53729542179574, 0.9869341588296248, -1.7430658227421532]]|[[3.7066752208577363, 3.3046393299598087, -6.338332098091339, -3.3624624017591636, -10.37278774811923, -1.3788528077763758, -8.53729542179574, 0.9869341588296248, -1.7430658227421532]]
R [[7.310262598570798, 10.342900426515815, 11.836588526368786, -7.492500755003301, -0.9279354436615055, -11.081349282717117, -5.634643202304048, 8.90805023331026, 4.17121013082383]]|[[7.310262598570798, 10.342900426515815, 11.836588526368786, -7.492500755003301, -0.9279354436615055, -11.081349282717117, -5.634643202304048, 8.90805023331026, 4.17121013082383]]|[[7.310262598570798, 10.342900426515815, 11.836588526368786, -7.492500755003301, -0.9279354436615055, -11.081349282717117, -5.634643202304048, 8.90805023331026, 4.17121013082383]]
R [[-10.782143527678112, 1.52561812251626, 9.279446927173836, -0.8292060583758136, 0.3674022124691909, -5.083139682124993, 8.049083582319348, 3.2266996447937615, -10.260266034574073]]|[[-10.782143527678112, 1.52561812251626, 9.279446927173836, -0.8292060583758136, 0.3674022124691909, -5.083139682124993, 8.049083582319348, 3.2266996447937615, -10.260266034574073]]|[[-10.782143527678112, 1.52561812251626, 9.279446927173836, -0.8292060583758136, 0.3674022124691909, -5.083139682124993, 8.049083582319348, 3.2266996447937615, -10.260266034574073]]
R [[-10.54038998789899, 3.3665009233970835, 10.371280289164055, -7.59633422855645, 6.807431230534188, 0.9492519160168555, -9.473964459156726, -3.5512422303159568, 9.715857195222025]]|[[-10.54038998789899, 3.3665009233970835, 10.371280289164055, -7.59633422855645, 6.807431230534188, 0.9492519160168555, -9.473964459156726, -3.5512422303159568, 9.715857195222025]]|[[-10.54038998789899, 3.3665009233970835, 10.371280289164055, -7.59633422855645, 6.807431230534188, 0.9492519160168555, -9.473964459156726, -3.5512422303159568, 9.715857195222025]]
R [[-5.511024866251393, -7.202251648188885, 1.7172829022836957, -6.532484949770181, -1.9193359899077311, 3.6564209554754026, -7.1075025662349125, -1.3078191260755752, -3.929064942285706]]|[[-5.511024866251393, -7.202251648188885, 1.7172829022836957, -6.532484949770181, -1.9193359899077311, 3.6564209554754026, -7.1075025662349125, -1.3078191260755752, -3.929064942285706]]|[[-5.511024866251393, -7.202251648188885, 1.7172829022836957, -6.532484949770181, -1.9193359899077311, 3.6564209554754026, -7.1075025662349125, -1.3078191260755752, -3.929064942285706]]
R [[-4.791939513565485, 0.19936022023543387, -11.43089003986023, -0.682561058922623, 0.22296646753720495, -4.7347183417616, 1.8379575268396913, -8.390713492310613, -5.916996974458825]]|[[-4.791939513565485, 0.19936022023543387, -11.43089003986023, -0.682561058922623, 0.22296646753720495, -4.7347183417616, 1.8379575268396913, -8.390713492310613, -5.916996974458825]]|[[-4.791939513565485, 0.19936022023543387, -11.43089003986023, -0.682561058922623, 0.22296646753720495, -4.7347183417616, 1.8379575268396913, -8.390713492310613, -5.916996974458825]]
R [[-0.2400013869924429, -0.5366768212870348, 3.5843513185347184, 6.46822417461545, 3.994825459251091, -11.15170009495543, -10.791574830481093, 7.555263584159558, -2.2042601157150443]]|[[-0.2400013869924429, -0.5366768212870348, 3.5843513185347184, 6.46822417461545, 3.994825459251091, -11.15170009495543, -10.791574830481093, 7.555263584159558, -2.2042601157150443]]|[[-0.2400013869924429, -0.5366768212870348, 3.5843513185347184, 6.46822417461545, 3.994825459251091, -11.15170009495543, -10.791574830481093, 7.555263584159558, -2.2042601157150443]]
R [[-7.049538607050984, -8.894944782656433, 1.6879917824458985, 7.2546695203773375, 10.418680395991956, 9.872104793781237, 5.710244105529881, 9.617852746481201, 2.313524342021804]]|[[-7.049538607050984, -8.894944782656433, 1.6879917824458985, 7.2546695203773375, 10.418680395991956, 9.872104793781237, 5.710244105529881, 9.617852746481201, 2.313524342021804]]|[[-7.049538607050984, -8.894944782656433, 1.6879917824458985, 7.2546695203773375, 10.418680395991956, 9.872104793781237, 5.710244105529881, 9.617852746481201, 2.313524342021804]]
R [[-6.606628878914402, -3.785035825301005, -0.906071161621453, 8.500161109348767, -8.458840183018745, -11.08723595957207, 7.762726857901647, -2.2206104235394264, -1.450353734359016]]|[[-6.606628878914402, -3.785035825301005, -0.906071161621453, 8.500161109348767, -8.458840183018745, -11.08723595957207, 7.762726857901647, -2.2206104235394264, -1.450353734359016]]|[[-6.606628878914402, -3.785035825301005, -0.906071161621453, 8.500161109348767, -8.458840183018745, -11.08723595957207, 7.762726857901647, -2.2206104235394264, -1.450353734359016]]
R [[4.987685008765563, 10.733109178033338, -2.983056557951212, -1.203306435263002, -1.9064516809902425, -0.29761244788695507, -3.9917152415304713, 10.365528633851362, 11.499495041356198]]|[[4.987685008765563, 10.733109178033338, -2.983056557951212, -1.203306435263002, -1.9064516809902425, -0.29761244788695507, -3.9917152415304713, 10.365528633851362, 11.499495041356198]]|[[4.987685008765563, 10.733109178033338, -2.983056557951212, -1.203306435263002, -1.9064516809902425, -0.29761244788695507, -3.9917152415304713, 10.365528633851362, 11.499495041356198]]
R [[-7.0000580019507535, 7.1104648689127785, 7.955206744912623, -6.979964365364791, 6.439241321923699, 4.865523215949068, 6.267272101568238, -6.439711015269742, -11.247867689303728]]|[[-7.0000580019507535, 7.1104648689127785, 7.955206744912623, -6.979964365364791, 6.439241321923699, 4.865523215949068, 6.267272101568238, -6.439711015269742, -11.247867689303728]]|[[-7.0000580019507535, 7.1104648689127785, 7.955206744912623, -6.979964365364791, 6.439241321923699, 4.865523215949068, 6.267272101568238, -6.439711015269742, -11.247867689303728]]
R [[-11.752676446975368, 11.179143378581884, -8.964252864074036, 11.594636556476502, -7.105328314859014, -8.532579830176193, -0.8285555650121328, -4.584759862679441, -3.2772083908550655]]|[[-11.752676446975368, 11.179143378581884, -8.964252864074036, 11.594636556476502, -7.105328314859014, -8.532579830176193, -0.8285555650121328, -4.584759862679441, -3.2772083908550655]]|[[-11.752676446975368, 11.179143378581884, -8.964252864074036, 11.594636556476502, -7.105328314859014, -8.532579830176193, -0.8285555650121328, -4.584759862679441, -3.2772083908550655]]
R [[4.434784899878203, -4.374827803180073, 11.594305880774481, -4.904000820848603, -2.248935743508639, 10.110131155645199, -11.962116885559755, -4.262777829468048, 5.463981731215565]]|[[4.434784899878203, -4.374827803180073, 11.594305880774481, -4.904000820848603, -2.248935743508639, 10.110131155645199, -11.962116885559755, -4.262777829468048, 5.463981731215565]]|[[4.434784899878203, -4.374827803180073, 11.594305880774481, -4.904000820848603, -2.248935743508639, 10.110131155645199, -11.962116885559755, -4.262777829468048, 5.463981731215565]]
R [[6.682795538268227, 11.811018119673193, -7.585516113043846, -8.829246773466512, -5.0420290934464855, -4.5463316047335445, -3.8646074607405954, -4.354501596922816, 8.621011900784922]]|[[6.682795538268227, 11.811018119673193, -7.585516113043846, -8.829246773466512, -5.0420290934464855, -4.5463316047335445, -3.8646074607405954, -4.354501596922816, 8.621011900784922]]|[[6.682795538268227, 11.811018119673193, -7.585516113043846, -8.829246773466512, -5.0420290934464855, -4.5463316047335445, -3.8646074607405954, -4.354501596922816, 8.621011900784922]]
R [[-6.495353029528035, -7.472726431529477, 4.289466145264104, 3.375440806466461, 1.766829886560954, 5.929324021982225, -8.373863439698221, -1.617988719214372, 5.768098889002076]]|[[-6.495353029528035, -7.472726431529477, 4.289466145264104, 3.375440806466461, 1.766829886560954, 5.929324021982225, -8.373863439698221, -1.617988719214372, 5.768098889002076]]|[[-6.495353029528035, -7.472726431529477, 4.289466145264104, 3.375440806466461, 1.766829886560954, 5.929324021982225, -8.373863439698221, -1.617988719214372, 5.768098889002076]]
R [[-11.061867676832065, 10.044595705957622, 2.8101770515204514, -2.7029988262085887, -11.374166903650938, 8.565414852995506, -9.73337116822631, 11.436202470532233, 6.042012206567385]]|[[-11.061867676832065, 10.044595705957622, 2.8101770515204514, -2.7029988262085887, -11.374166903650938, 8.565414852995506, -9.73337116822631, 11.436202470532233, 6.042012206567385]]|[[-11.061867676832065, 10.044595705957622, 2.8101770515204514, -2.7029988262085887, -11.374166903650938, 8.565414852995506, -9.73337116822631, 11.436202470532233, 6.042012206567385]]
R [[-7.037201663064513, -10.094245329012885, -10.397182926062392, 7.681587429755819, -5.0658656936112925, 1.8293598786079084, -10.274041805901469, 1.0669261722673369, 9.647739470176422]]|[[-7.037201663064513, -10.094245329012885, -10.397182926062392, 7.681587429755819, -5.0658656936112925, 1.8293598786079084, -10.274041805901469, 1.0669261722673369, 9.647739470176422]]|[[-7.037201663064513, -10.094245329012885, -10.397182926062392, 7.681587429755819, -5.0658656936112925, 1.8293598786079084, -10.274041805901469, 1.0669261722673369, 9.647739470176422]]
R [[-11.696520655085948, 2.0012581419685525, 2.238501003626661, -7.609993236695173, -2.961001086686913, 11.83917279845031, -2.8509589263135684, -8.424274880184623, 0.825053495333723]]|[[-11.696520655085948, 2.0012581419685525, 2.238501003626661, -7.609993236695173, -2.961001086686913, 11.83917279845031, -2.8509589263135684, -8.424274880184623, 0.825053495333723]]|[[-11.696520655085948, 2.0012581419685525, 2.238501003626661, -7.609993236695173, -2.961001086686913, 11.83917279845031, -2.8509589263135684, -8.424274880184623, 0.825053495333723]]
R [[-1.3733674946100578, 2.540029563395823, 9.790426134063352, -11.872727190915182, -8.923148475542643, 5.129925971945724, -5.995969665670288, 10.22012249004958, 7.304971418715823]]|[[-1.3733674946100578, 2.540029563395823, 9.790426134063352, -11.872727190915182, -8.923148475542643, 5.129925971945724, -5.995969665670288, 10.22012249004958, 7.304971418715823]]|[[-1.3733674946100578, 2.540029563395823, 9.790426134063352, -11.872727190915182, -8.923148475542643, 5.129925971945724, -5.995969665670288, 10.22012249004958, 7.304971418715823]]
R [[-4.375645751568822, 4.177947088367674, 8.316535792289422, 5.395311793036754, -4.563109778899866, 4.9680319954935825, -7.474617478989905, 7.239295188534747, -2.4022182424118164]]|[[-4.375645751568822, 4.177947088367674, 8.316535792289422, 5.395311793036754, -4.563109778899866, 4.9680319954935825, -7.474617478989905, 7.239295188534747, -2.4022182424118164]]|[[-4.375645751568822, 4.177947088367674, 8.316535792289422, 5.395311793036754, -4.563109778899866, 4.9680319954935825, -7.474617478989905, 7.239295188534747, -2.4022182424118164]]
R [[-1.8725856626349504, -4.643826690355357, 8.49173106658515, -1.3619291984185367, 10.21892239951578, -0.13776028823056663, -8.367233007953843, 6.2927613368805275, 1.3196297339717074]]|[[-1.8725856626349504, -4.643826690355357, 8.49173106658515, -1.3619291984185367, 10.21892239951578, -0.13776028823056663, -8.367233007953843, 6.2927613368805275, 1.3196297339717074]]|[[-1.8725856626349504, -4.643826690355357, 8.49173106658515, -1.3619291984185367, 10.21892239951578, -0.13776028823056663, -8.367233007953843, 6.2927613368805275, 1.3196297339717074]]
R [[5.223434788335602, 2.732713086601489, -8.043568763547583, 4.041475254563547, -2.3416803721523767, 3.765593543751473, 10.597100273561871, 6.316184090260769, 1.421095270985841]]|[[5.223434788335602, 2.732713086601489, -8.043568763547583, 4.041475254563547, -2.3416803721523767, 3.765593543751473, 10.597100273561871, 6.316184090260769, 1.421095270985841]]|[[5.223434788335602, 2.732713086601489, -8.043568763547583, 4.041475254563547, -2.3416803721523767, 3.765593543751473, 10.597100273561871, 6.316184090260769, 1.421095270985841]]
R [[-3.5673130828953035, 1.6499449733971439, 7.816865474034479, -1.6950614730710587, 1.5705539047347514, 2.758583717975302, -8.785583202809217, 2.4600221777588462, 9.364159854116767]]|[[-3.5673130828953035, 1.6499449733971439, 7.816865474034479, -1.6950614730710587, 1.5705539047347514, 2.758583717975302, -8.785583202809217, 2.4600221777588462, 9.364159854116767]]|[[-3.5673130828953035, 1.6499449733971439, 7.816865474034479, -1.6950614730710587, 1.5705539047347514, 2.758583717975302, -8.785583202809217, 2.4600221777588462, 9.364159854116767]]
R [[-8.126137310298889, -11.626840491421149, 6.101998687102139, -5.905300505397548, 3.8228448734972353, -3.9934294126297836, -11.85452823835299, -0.7336562047152881, -3.3825873943700806]]|[[-8.126137310298889, -11.626840491421149, 6.101998687102139, -5.905300505397548, 3.8228448734972353, -3.9934294126297836, -11.85452823835299, -0.7336562047152881, -3.3825873943700806]]|[[-8.126137310298889, -11.626840491421149, 6.101998687102139, -5.905300505397548, 3.8228448734972353, -3.9934294126297836, -11.85452823835299, -0.7336562047152881, -3.3825873943700806]]
R [[-2.5221707900208408, 11.295257165605133, 5.081045248821088, 3.9933006684044603, 9.12918503139258, -9.797616166877056, 6.6161812490788385, -3.692367730659715, -6.241961698746311]]|[[-2.5221707900208408, 11.295257165605133, 5.081045248821088, 3.9933006684044603, 9.12918503139258, -9.797616166877056, 6.6161812490788385, -3.692367730659715, -6.241961698746311]]|[[-2.5221707900208408, 11.295257165605133, 5.081045248821088, 3.9933006684044603, 9.12918503139258, -9.797616166877056, 6.6161812490788385, -3.692367730659715, -6.241961698746311]]
R [[5.467635424917937, -3.620502842383056, -10.351818349492017, -5.87398373921914, 9.38450131847921, 0.29047888081089823, 11.173036207317004, 7.871570613541788, 0.8387190035234369]]|[[5.467635424917937, -3.620502842383056, -10.351818349492017, -5.87398373921914, 9.38450131847921, 0.29047888081089823, 11.173036207317004, 7.871570613541788, 0.8387190035234369]]|[[5.467635424917937, -3.620502842383056, -10.351818349492017, -5.87398373921914, 9.38450131847921, 0.29047888081089823, 11.173036207317004, 7.871570613541788, 0.8387190035234369]]
R [[5.609077896914343, 1.7295711841056125, -5.079715811348311, -6.0137682298177815, -0.1898619126140595, -6.981293182926336, 8.98524679273838, 9.046129051635475, -11.202813396506597]]|[[5.609077896914343, 1.7295711841056125, -5.079715811348311, -6.0137682298177815, -0.1898619126140595, -6.981293182926336, 8.98524679273838, 9.046129051635475, -11.202813396506597]]|[[5.609077896914343, 1.7295711841056125, -5.079715811348311, -6.0137682298177815, -0.1898619126140595, -6.981293182926336, 8.98524679273838, 9.046129051635475, -11.202813396506597]]
R [[10.111877222125983, -4.145916785050316, 9.651099748650601, 0.18202433606255397, 8.996815644685597, -8.71730373735948, -10.766936258945996, 4.280543643253974, -6.712848654440659]]|[[10.111877222125983, -4.145916785050316, 9.651099748650601, 0.18202433606255397, 8.996815644685597, -8.71730373735948, -10.766936258945996, 4.280543643253974, -6.712848654440659]]|[[10.111877222125983, -4.145916785050316, 9.651099748650601, 0.18202433606255397, 8.996815644685597, -8.71730373735948, -10.766936258945996, 4.280543643253974, -6.712848654440659]]
R [[10.627942325465526, 10.373379279531804, -1.823073523886002, 8.96548535481515, -11.831269299342251, 9.306423742509796, -2.3234323632434517, 5.7286729814402975, -2.534470015971733]]|[[10.627942325465526, 10.373379279531804, -1.823073523886002, 8.96548535481515, -11.831269299342251, 9.306423742509796, -2.3234323632434517, 5.7286729814402975, -2.534470015971733]]|[[10.627942325465526, 10.373379279531804, -1.823073523886002, 8.96548535481515, -11.831269299342251, 9.306423742509796, -2.3234323632434517, 5.7286729814402975, -2.534470015971733]]
R [[9.24869314719885, 6.854423873198851, 5.743898088586299, 3.8270481458039605, 4.1611216812559775, 6.3287276714809515, -5.372392531376568, -2.9239169833527434, -7.792900078859034]]|[[9.24869314719885, 6.854423873198851, 5.743898088586299, 3.8270481458039605, 4.1611216812559775, 6.3287276714809515, -5.372392531376568, -2.9239169833527434, -7.792900078859034]]|[[9.24869314719885, 6.854423873198851, 5.743898088586299, 3.8270481458039605, 4.1611216812559775, 6.3287276714809515, -5.372392531376568, -2.9239169833527434, -7.792900078859034]]
R [[7.057555898205514, 1.8632079480193493, -11.378132854990433, 9.33404299936895, -11.820104582646785, -0.689573211226362, -5.774262705829033, 1.0784763310583223, -9.359145833648332]]|[[7.057555898205514, 1.8632079480193493, -11.378132854990433, 9.33404299936895, -11.820104582646785, -0.689573211226362, -5.774262705829033, 1.0784763310583223, -9.359145833648332]]|[[7.057555898205514, 1.8632079480193493, -11.378132854990433, 9.33404299936895, -11.820104582646785, -0.689573211226362, -5.774262705829033, 1.0784763310583223, -9.359145833648332]]
R [[10.097663810478274, -1.4430005746073693, -5.552774362147773, -7.830214356253748, 6.522568619314541, 8.83821981439742, 4.965145893739287, 1.4017170381385302, -3.6348089002553134]]|[[10.097663810478274, -1.4430005746073693, -5.552774362147773, -7.830214356253748, 6.522568619314541, 8.83821981439742, 4.965145893739287, 1.4017170381385302, -3.6348089002553134]]|[[10.097663810478274, -1.4430005746073693, -5.552774362147773, -7.830214356253748, 6.522568619314541, 8.83821981439742, 4.965145893739287, 1.4017170381385302, -3.6348089002553134]]
R [[-2.9569438318403574, -0.11776297812917669, -2.0374508480419102, -6.515226015486913, -7.670031265267439, -2.1056389427592563, 7.182126224079656, -7.0401767364926835, -11.42390174032913]]|[[-2.9569438318403574, -0.11776297812917669, -2.0374508480419102, -6.515226015486913, -7.670031265267439, -2.1056389427592563, 7.182126224079656, -7.0401767364926835, -11.42390174032913]]|[[-2.9569438318403574, -0.11776297812917669, -2.0374508480419102, -6.515226015486913, -7.670031265267439, -2.1056389427592563, 7.182126224079656, -7.0401767364926835, -11.42390174032913]]
